lon lat veast_eu vnorth_eu vup_itrf14 seast snorth sup covassumed0 covassumed0 covassumed0 sta
9.72490 44.23639 20.82337 16.06898 -0.13556 0.97954 0.96750 0.93600 0 0 0 bru0
13.69733 42.65731 23.11929 18.80298 -0.69825 0.94837 1.23116 2.25358 0 0 0 tera
12.22173 45.67982 20.74927 17.36520 -0.38599 0.80968 0.85645 0.71201 0 0 0 tre9
88.86537 29.24890 41.06131 21.07496 0.30863 1.15430 1.30174 0.83416 0 0 0 ｘｚｒｋ
23.60279 38.46570 10.51369 -9.20638 0.42717 1.06594 1.01173 1.40724 0 0 0 halk
22.61786 37.97231 7.77598 -12.65891 0.52362 1.05000 1.07279 2.13321 0 0 0 kryo
23.26833 41.55114 23.89217 10.54967 0.37116 0.92171 0.93831 1.15650 0 0 0 sand
22.07274 38.36539 8.02674 -0.72900 -1.77736 1.04147 1.19145 1.15151 0 0 0 triz
98.18806 39.84070 30.89377 -2.30445 0.09596 0.76208 0.71812 1.74562 0 0 0 g136
4.66925 45.24115 19.89080 16.09532 0.12914 1.07941 1.09448 1.17093 0 0 0 anay
7.76079 48.57874 19.32016 15.66858 -0.22639 1.08292 1.08470 1.14639 0 0 0 eost
12.45014 43.93371 22.85830 18.95284 0.90157 1.00295 0.99339 1.19421 0 0 0 rsmn
11.18429 44.63770 22.14604 18.26128 -5.60260 1.03959 1.18835 1.60990 0 0 0 sgip
12.00301 42.95214 20.54059 17.29128 0.81751 1.11891 1.02078 1.07340 0 0 0 cipv
13.62420 45.94311 20.46623 17.69507 -0.19341 0.94968 0.97294 1.30322 0 0 0 gori
8.56720 40.72130 20.98648 16.28715 0.48401 1.02304 0.95121 1.35538 0 0 0 saef
20.58518 38.61900 20.14899 7.35556 -0.99192 1.11983 1.53061 1.57808 0 0 0 pont
94.35542 38.80865 34.84549 1.81861 1.37964 1.08874 0.62734 0.74597 0 0 0 g167
9.10035 40.90647 21.14494 16.22189 -0.24480 1.08406 1.06201 0.99097 0 0 0 gtem
102.88696 36.32693 37.34862 -3.47982 0.65239 0.87031 0.74879 0.63819 0 0 0 g093
103.15667 36.89392 37.37829 -4.54341 -0.13037 0.97505 0.81472 2.01148 0 0 0 g079
12.37410 51.35398 19.38719 15.26997 -0.05411 0.93877 0.95097 0.97030 0 0 0 leij
9.52105 39.13992 21.74211 16.19825 -1.66794 1.16714 1.13957 1.45028 0 0 0 gvil
101.48181 33.42930 41.10615 -4.79284 1.68758 0.87992 1.13411 1.39573 0 0 0 h027
101.70590 32.90222 40.71927 -5.75624 -0.15856 1.37094 1.03284 0.81813 0 0 0 h028
105.24564 36.65577 35.48922 -7.89778 0.56779 0.94027 0.79411 0.76704 0 0 0 g011
102.56506 39.12650 30.99596 -5.61149 0.56844 0.78084 0.67967 0.43088 0 0 0 g049
101.35258 38.15647 32.82927 -4.00554 -0.30245 0.72762 0.69173 0.64913 0 0 0 g055
102.88656 38.41888 31.95292 -5.44957 0.64139 0.70256 0.70047 0.56617 0 0 0 g056
102.15073 38.43017 32.52979 -4.24780 -0.38557 0.75975 0.71094 0.69093 0 0 0 g057
101.74375 38.30148 32.64712 -4.33326 0.38924 0.82005 0.75069 1.06648 0 0 0 g058
102.10815 38.28039 32.20510 -4.98404 -0.74088 0.82727 0.70761 2.02275 0 0 0 g060
102.64449 37.78128 32.99125 -4.78453 0.39460 0.79002 0.69801 0.66390 0 0 0 g063
102.31693 37.95810 33.01658 -4.65828 0.00957 0.72722 0.70312 0.84023 0 0 0 g064
102.97879 37.14817 36.20027 -4.52367 0.47615 0.81572 0.68213 0.84944 0 0 0 g073
